gene_callers_id	NCBI_taxID	taxa
10722072	1945637	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. HOT_208_60; 
432922	1986812	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED216; 
11442971	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
10066715	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
1514271	1986753	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED243; 
16849701	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
3840809	573	Bacteria; Pseudomonadota; Enterobacterales; Gammaproteobacteria; Enterobacteriaceae; Klebsiella; Klebsiella pneumoniae; 
3513138	2026782	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; Porticoccaceae bacterium; 
4627265	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11508549	1801629	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9508; 
12163913	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
13048650	1977864	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
6036301	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
11443023	0	
11180882	1389454	Bacteria; Actinomycetota; Candidatus Actinomarinales; Actinomycetes; Candidatus Actinomarinaceae; Candidatus Actinomarina; Candidatus Actinomarina minuta; 
465756	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
10984292	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
16554853	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
5020523	1986240	Bacteria; Rhodothermota; NA; NA; NA; NA; Rhodothermaeota bacterium MED-G19; 
7025	1986241	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Rhodobacteraceae bacterium MED-G07; 
13441907	33807	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
7674752	1224	Bacteria; Pseudomonadota; NA; NA; NA; NA; NA; 
10820485	1986710	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED206; 
12524427	0	
13245325	1986715	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED265; 
6790034	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
891796	2026743	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; Halieaceae bacterium; 
1776533	1898104	Bacteria; Bacteroidota; NA; NA; NA; NA; Bacteroidota bacterium; 
3775382	1986869	Bacteria; Pseudomonadota; Rickettsiales; Alphaproteobacteria; NA; NA; Rickettsiales bacterium TMED211; 
3447707	1977087	Bacteria; Pseudomonadota; NA; NA; NA; NA; Pseudomonadota bacterium; 
3808158	2026786	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; NA; NA; Rhodospirillales bacterium; 
10197926	1986806	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED170; 
10656680	2900548	Bacteria; Actinomycetota; NA; NA; NA; NA; Actinomycetota bacterium; 
7117740	1986815	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED237; 
10001329	1986232	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Porticoccaceae; NA; SAR92 bacterium MED-G29; 
12917693	1973901	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_44_7; 
6757332	1871053	Bacteria; Pseudomonadota; Caulobacterales; Alphaproteobacteria; Caulobacteraceae; Phenylobacterium; Phenylobacterium sp.; 
10492888	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
5708761	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
14523361	166309	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9220; 
10001379	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
14130149	2021391	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; Flavobacteriales bacterium; 
12524519	1986759	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED30; 
3742703	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
10623985	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
5250039	1986631	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED195; 
662522	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
12459002	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
11770882	1986764	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED57; 
14982159	1236	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; NA; 
4725780	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
7085076	1986252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Pelagibacterales bacterium MED-G44; 
14687259	1986753	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED243; 
1776672	1920175	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp.; 
15866918	2007300	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; alpha proteobacterium MED-G10; 
3775541	1986247	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Pelagibacterales bacterium MED-G39; 
4693047	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
11803704	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
8854583	1986765	Bacteria; Pseudomonadota; Oceanospirillales; Gammaproteobacteria; NA; NA; Oceanospirillales bacterium TMED59; 
8559680	1986718	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED68; 
3087431	1986792	Bacteria; Verrucomicrobiota; NA; NA; NA; NA; Verrucomicrobia bacterium TMED56; 
16030791	1986252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Pelagibacterales bacterium MED-G44; 
4070476	194690	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Pseudoalteromonadaceae; Pseudoalteromonas; NA; 
14490710	367336	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; Rhodobacterales bacterium HTCC2255; 
433245	1696176	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium GOM-A4; 
11738208	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
3972192	1986718	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED68; 
859235	226	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Alteromonadaceae; Alteromonas; NA; 
4267123	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
6528120	0	
6397056	1920175	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp.; 
6560898	2021391	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; Flavobacteriales bacterium; 
5020802	174711	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; uncultured Polaribacter sp.; 
13048966	1986718	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED68; 
8002695	0	
5250187	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
3054733	0	
14785688	1948399	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium UBA4588; 
11017374	439493	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. HTCC7211; 
760991	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
8133797	2048003	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Alteromonadaceae; Alteromonas; Alteromonas flava; 
4201645	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
16260270	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
7118001	745014	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; gamma proteobacterium HIMB55; 
3677378	2741076	Viruses; Uroviricota; NA; Caudoviricetes; Autographiviridae; Fussvirus; Fussvirus S30C28; 
16850126	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11705552	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
9739474	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
9280722	1977864	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
4660441	1974784	Bacteria; Candidatus Peregrinibacteria; NA; NA; NA; NA; Candidatus Peregrinibacteria bacterium CG10_big_fil_rev_8_21_14_0_10_36_19; 
7052507	1986730	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; Flavobacteriales bacterium TMED96; 
7544037	1986631	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium TMED195; 
11738343	1986772	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; NA; NA; Cellvibrionales bacterium TMED122; 
6495466	0	
5938411	1986801	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED142; 
14720244	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
8625397	2267255	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MED-G72; 
7314681	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
8232187	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11541756	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
8166657	0	
12492046	2026743	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; Halieaceae bacterium; 
4365584	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
2923802	1977864	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. RS39; 
5741852	2015572	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium PA4; 
8559901	0	
15703337	0	
5545259	3046723	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Stappiaceae; Roseibium; Roseibium sp. MMSF_3544; 
1645870	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
16391476	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
6692153	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
73037	1481893	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktotalea; Planktotalea arctica; 
8592721	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
11574620	1852021	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Parahaliea; Parahaliea aestuarii; 
13540701	28211	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
10558816	1986734	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED112; 
9117025	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
14622052	28211	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
15080808	1986639	Bacteria; Pseudomonadota; Candidatus Puniceispirillales; Alphaproteobacteria; Candidatus Puniceispirillaceae; Candidatus Puniceispirillum; Candidatus Puniceispirillum sp. TMED52; 
5807466	135620	Bacteria; Pseudomonadota; Oceanospirillales; Gammaproteobacteria; Oceanospirillaceae; NA; NA; 
8494447	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
16653679	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
12230016	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
10231171	2026760	Bacteria; Candidatus Neomarinimicrobiota; NA; NA; NA; NA; Candidatus Neomarinimicrobiota bacterium; 
5807494	33807	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
990604	0	
16227729	1904441	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Paracoccaceae bacterium; 
4922774	0	
7904663	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
16653721	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
10460575	1986666	Bacteria; Pseudomonadota; NA; Betaproteobacteria; NA; NA; Betaproteobacteria bacterium TMED100; 
3677615	0	
1416634	0	
9051579	1986810	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED202; 
7937470	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
6692297	1913988	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium; 
10427851	859653	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; alpha proteobacterium HIMB5; 
2661839	1986638	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Candidatus Endolissoclinum; Candidatus Endolissoclinum sp. TMED37; 
7675344	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
3415503	201174	Bacteria; Actinomycetota; NA; NA; NA; NA; NA; 
7806435	1655516	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; NA; 
13802981	0	
7282149	1986638	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Candidatus Endolissoclinum; Candidatus Endolissoclinum sp. TMED37; 
16358890	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
16293354	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
3349996	1986705	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; NA; Flavobacteriaceae bacterium TMED147; 
8166891	2919303	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. ALOHA_ZT_50; 
13770218	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
15900143	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
14786029	198252	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
2596338	1986825	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED272; 
1482227	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
12262903	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
12852738	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
6004235	409	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Methylobacteriaceae; Methylobacterium; Methylobacterium sp.; 
1482258	2	Bacteria; NA; NA; NA; NA; NA; NA; 
14327315	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
14327316	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
4464150	0	
10001955	1986642	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED62; 
15506980	1986632	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED199; 
3087910	28211	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; NA; 
11476520	2942276	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Marivita; Marivita sp. GX14005; 
14720552	54526	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; NA; 
8592944	313625	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. BL107; 
15801918	1904441	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Paracoccaceae bacterium; 
8429125	1986632	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; NA; Alphaproteobacteria bacterium TMED199; 
5381710	1986759	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium TMED30; 
12426840	1986260	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Cryomorphaceae; NA; Cryomorphaceae bacterium MED-G14; 
11476574	2026775	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium; 
6856288	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
663137	976	Bacteria; Bacteroidota; NA; NA; NA; NA; NA; 
10395232	1986248	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Pelagibacterales bacterium MED-G40; 
1384039	159733	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; uncultured Prochlorococcus sp.; 
10133096	77133	Bacteria; NA; NA; NA; NA; NA; uncultured bacterium; 
1285746	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
10526323	1904441	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; NA; Paracoccaceae bacterium; 
1252979	1986852	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; NA; NA; Rhizobiales bacterium TMED227; 
16719478	0	
10591863	403978	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; NA; 
15638134	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
6364798	0	
5906052	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
2268809	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
14360202	1986826	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. TMED273; 
4300432	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
4234900	1913989	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; Gammaproteobacteria bacterium; 
6364832	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
4365988	2030880	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium; 
2236076	200644	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; NA; NA; NA; 
4431545	247639	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; marine gamma proteobacterium HTCC2080; 
3579580	2026776	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; NA; Candidatus Pelagibacterales bacterium; 
9445054	439493	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. HTCC7211; 
4202177	1898112	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; NA; Rhodospirillaceae bacterium; 
10067652	1389454	Bacteria; Actinomycetota; Candidatus Actinomarinales; Actinomycetes; Candidatus Actinomarinaceae; Candidatus Actinomarina; Candidatus Actinomarina minuta; 
8232644	80840	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; NA; NA; NA; 
16621259	1898111	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Cryomorphaceae; NA; Cryomorphaceae bacterium; 
12558032	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11378392	2026785	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Rhodobiaceae; NA; Rhodobiaceae bacterium; 
13344476	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
4955875	445696	Viruses; Uroviricota; NA; Caudoviricetes; NA; Eurybiavirus; Eurybiavirus PHM2; 
11312872	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
11378416	1123867	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; SAR86 cluster bacterium SAR86B; 
4398833	166309	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9220; 
11869946	1696175	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; NA; Pelagibacteraceae bacterium GOM-A3; 
9477886	335929	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Erythrobacteraceae; NA; NA; 
12852994	2026737	Bacteria; Pseudomonadota; Chromatiales; Gammaproteobacteria; Ectothiorhodospiraceae; NA; Ectothiorhodospiraceae bacterium; 
7347973	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
9117449	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
16752397	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
5021469	1397666	Bacteria; Pseudomonadota; NA; Alphaproteobacteria; NA; Candidatus Micropelagos; Candidatus Micropelagos thuwalensis; 
5807911	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
3972904	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
3186476	77133	Bacteria; NA; NA; NA; NA; NA; uncultured bacterium; 
2006828	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
