gene_callers_id	deeploc
6332638	Cytoplasmic
12427486	Cytoplasmic
2957536	Outer Membrane
1450210	Cytoplasmic
5316838	Cytoplasmic
3809517	Cytoplasmic Membrane
16163056	Cytoplasmic
8036596	Cytoplasmic
8659188	Cytoplasmic Membrane
2531580	Periplasmic
5808390	Cytoplasmic
5480711	Cytoplasmic
11510028	Cytoplasmic
8298775	Cytoplasmic
10527001	Cytoplasmic
2760986	Periplasmic
1253663	Cytoplasmic
11444516	Outer Membrane
3940648	Cytoplasmic Membrane
3285289	Cytoplasmic
15049006	Periplasmic
1810737	Cytoplasmic
14328120	Cytoplasmic Membrane
7217464	Cytoplasmic
3285306	Cytoplasmic
7774528	Outer Membrane
794945	Cytoplasmic Membrane
8921411	Cytoplasmic Membrane
2269511	Cytoplasmic
5939527	Cytoplasmic Membrane
2990409	Cytoplasmic
14524754	Cytoplasmic
11346269	Cytoplasmic
7840105	Cell wall & surface
3252592	Cytoplasmic
500087	Outer Membrane
10658172	Cytoplasmic
8659325	Cytoplasmic
10002816	Outer Membrane
5939585	Cytoplasmic Membrane
1679749	Cytoplasmic
10854802	Cytoplasmic
13443476	Periplasmic
15245722	Outer Membrane
3842462	Cytoplasmic
11542946	Cytoplasmic Membrane
5087664	Cytoplasmic
15606194	Cytoplasmic
15802808	Cytoplasmic
5972413	Periplasmic
14950875	Outer Membrane
10461690	Periplasmic
13017603	Periplasmic
7315981	Cytoplasmic
3252751	Periplasmic
4694546	Outer Membrane
5972509	Cytoplasmic
2859555	Outer Membrane
4268581	Outer Membrane
15737389	Cytoplasmic Membrane
5317182	Extracellular
15213123	Outer Membrane
14524996	Cytoplasmic
12886597	Periplasmic
10166855	Cytoplasmic
11379271	Cytoplasmic
13738569	Cytoplasmic
10232395	Outer Membrane
5907021	Outer Membrane
8594008	Periplasmic
12460633	Outer Membrane
5612132	Cytoplasmic Membrane
5415529	Cytoplasmic
16589418	Outer Membrane
11510379	Cytoplasmic Membrane
4956780	Outer Membrane
10297963	Cytoplasmic Membrane
12853881	Cytoplasmic
13345402	Outer Membrane
13345403	Outer Membrane
11870846	Periplasmic
9347711	Cytoplasmic
4760193	Cytoplasmic
5677699	Cytoplasmic
9970312	Outer Membrane
5907085	Cytoplasmic
2040470	Outer Membrane
10920599	Extracellular
4334232	Outer Membrane
2040473	Cytoplasmic
1352351	Outer Membrane
10822303	Cytoplasmic
8757927	Cytoplasmic
1188525	Cytoplasmic
5120702	Cytoplasmic Membrane
8790725	Outer Membrane
4432583	Cytoplasmic Membrane
11248334	Extracellular
11248335	Extracellular
7152340	Cytoplasmic
11248341	Outer Membrane
11248342	Cytoplasmic Membrane
11248343	Cytoplasmic Membrane
7185110	Cytoplasmic
11969241	Outer Membrane
11248345	Outer Membrane
6005468	Outer Membrane
12690146	Outer Membrane
6464227	Outer Membrane
8102628	Cytoplasmic
11969253	Cytoplasmic
1614571	Outer Membrane
4137724	Outer Membrane
9118477	Outer Membrane
9741072	Outer Membrane
3187474	Extracellular
2073364	Outer Membrane
4137750	Outer Membrane
14426906	Cytoplasmic
1024807	Outer Membrane
6234923	Cytoplasmic
3547950	Extracellular
140083	Outer Membrane
8594229	Cytoplasmic
2007864	Cytoplasmic
8594237	Outer Membrane
13148992	Cytoplasmic Membrane
8594243	Outer Membrane
8594245	Outer Membrane
6431558	Periplasmic
10167112	Cytoplasmic
6366028	Outer Membrane
1549133	Cytoplasmic
7185232	Outer Membrane
10265425	Cytoplasmic
41816	Cytoplasmic
4596569	Extracellular
2827100	Cytoplasmic
15704926	Cytoplasmic
10462055	Periplasmic
12821352	Periplasmic
16622441	Outer Membrane
12428137	Outer Membrane
7480170	Outer Membrane
11346804	Periplasmic
8954743	Outer Membrane
3908473	Outer Membrane
10003324	Cytoplasmic
3679106	Outer Membrane
1909651	Outer Membrane
304020	Outer Membrane
14328723	Cytoplasmic
11379606	Cytoplasmic
8790935	Outer Membrane
6071196	Outer Membrane
1909663	Outer Membrane
8922022	Cytoplasmic
1909671	Cytoplasmic
1909670	Cytoplasmic
12067753	Cytoplasmic
12919725	Outer Membrane
3122095	Periplasmic
15279032	Cytoplasmic
6595513	Cytoplasmic
13640634	Cytoplasmic
3613639	Outer Membrane
2859986	Outer Membrane
14951395	Outer Membrane
500710	Outer Membrane
1876968	Outer Membrane
1516523	Outer Membrane
2073582	Cytoplasmic
4531182	Cytoplasmic
2958329	Cytoplasmic
14689278	Outer Membrane
4596736	Cytoplasmic
6398985	Cytoplasmic
12821513	Outer Membrane
5219338	Outer Membrane
14525450	Cytoplasmic
11936781	Outer Membrane
11281422	Cytoplasmic
4858895	Cytoplasmic
1221649	Cytoplasmic
1221653	Cytoplasmic
5055511	Periplasmic
2532377	Cytoplasmic
14820380	Cytoplasmic
1451043	Outer Membrane
4301864	Cytoplasmic
5219375	Cytoplasmic Membrane
13411385	Cytoplasmic
7087165	Outer Membrane
16524358	Outer Membrane
16688198	Cytoplasmic
4629576	Cytoplasmic
6071380	Outer Membrane
2032563	Periplasmic
12288952	Cytoplasmic
15401913	Outer Membrane
8520645	Cytoplasmic Membrane
9929672	Cytoplasmic Membrane
6489039	Cytoplasmic
10879955	Cytoplasmic
13173715	Cytoplasmic
590806	Periplasmic
10879959	Outer Membrane
3179482	Cytoplasmic
3179483	Cytoplasmic
11928540	Cytoplasmic
3179484	Cytoplasmic
10781661	Outer Membrane
13272031	Outer Membrane
2917368	Outer Membrane
9405434	Extracellular
6751232	Cytoplasmic
7439360	Cytoplasmic
3277831	Cytoplasmic
10224649	Cytoplasmic
13272077	Cytoplasmic
11699213	Cytoplasmic
11731986	Cytoplasmic
1836050	Outer Membrane
9470996	Cytoplasmic
12878869	Periplasmic
4326422	Outer Membrane
4097045	Extracellular
16516124	Outer Membrane
9536540	Outer Membrane
7865374	Extracellular
7013409	Cytoplasmic
4588589	Outer Membrane
1901623	Cytoplasmic
11404343	Periplasmic
4981828	Outer Membrane
7767112	Cytoplasmic
6456398	Cytoplasmic
11797584	Outer Membrane
5145681	Outer Membrane
5833815	Outer Membrane
7963745	Outer Membrane
9634914	Cytoplasmic
5440611	Cytoplasmic
5014631	Cytoplasmic
1574011	Periplasmic
11928704	Periplasmic
11371656	Cytoplasmic
10159250	Cytoplasmic
10028179	Cytoplasmic
3736723	Periplasmic
7210140	Periplasmic
16352426	Cytoplasmic
12780714	Cytoplasmic
10224813	Cytoplasmic
8094895	Outer Membrane
16450737	Outer Membrane
8062131	Cytoplasmic
8193215	Periplasmic
6784194	Extracellular
14714052	Outer Membrane
4261062	Cytoplasmic
12354780	Cytoplasmic
11896031	Cytoplasmic Membrane
2262241	Outer Membrane
4916462	Extracellular
10519795	Outer Membrane
14845176	Outer Membrane
1639673	Outer Membrane
16221437	Outer Membrane
5801216	Cytoplasmic Membrane
1639682	Cytoplasmic
5735691	Outer Membrane
10355984	Outer Membrane
8717586	Cytoplasmic
12125459	Cytoplasmic
14714133	Outer Membrane
12682522	Outer Membrane
6292763	Outer Membrane
4424992	Periplasmic
5768480	Cytoplasmic
7406886	Cytoplasmic
14157096	Outer Membrane
5604648	Cytoplasmic
9274665	Cytoplasmic
2557228	Extracellular
2917676	Periplasmic
2786608	Cytoplasmic
12748083	Periplasmic
13501750	Cytoplasmic Membrane
10454330	Outer Membrane
16024896	Cytoplasmic
13993294	Outer Membrane
8914254	Outer Membrane
10159443	Outer Membrane
13337948	Cytoplasmic Membrane
14910818	Periplasmic
8619369	Outer Membrane
4367453	Cytoplasmic
3744869	Cytoplasmic
16262247	Cytoplasmic
10003567	Outer Membrane
12952702	Outer Membrane
12100737	Cytoplasmic
6923399	Outer Membrane
10724491	Extracellular
11084955	Outer Membrane
11347099	Outer Membrane
2761885	Outer Membrane
7316639	Outer Membrane
10331295	Cytoplasmic
8365217	Cytoplasmic
12100772	Cytoplasmic Membrane
6005931	Cytoplasmic
14623917	Cytoplasmic
8627378	Cytoplasmic Membrane
14263487	Outer Membrane
7906498	Cytoplasmic
7906499	Cytoplasmic
6497491	Outer Membrane
173269	Outer Membrane
6366422	Cytoplasmic
1090784	Outer Membrane
16590053	Cytoplasmic
7906534	Periplasmic
4859120	Outer Membrane
3155190	Periplasmic
6792438	Cytoplasmic
6431993	Cytoplasmic
11478267	Cytoplasmic Membrane
10855678	Cytoplasmic
10790143	Cytoplasmic
8889604	Outer Membrane
4334856	Cytoplasmic
3384594	Periplasmic
13313302	Outer Membrane
11347225	Cytoplasmic
11347230	Outer Membrane
14492963	Periplasmic
14755109	Outer Membrane
14820645	Outer Membrane
5055783	Outer Membrane
10003752	Cytoplasmic
10659113	Outer Membrane
7185704	Cytoplasmic
11445549	Cytoplasmic Membrane
4793652	Outer Membrane
10790202	Cytoplasmic
14361927	Periplasmic
10495309	Periplasmic
9282902	Cytoplasmic
3482972	Cytoplasmic
2434402	Outer Membrane
4892002	Cytoplasmic
2139499	Cytoplasmic
4040046	Cytoplasmic
10593647	Cytoplasmic
10626415	Periplasmic
7251313	Outer Membrane
16065910	Outer Membrane
11576696	Cytoplasmic
10593657	Cytoplasmic
14361980	Cytoplasmic
9839999	Cytoplasmic
4629890	Outer Membrane
1648006	Extracellular
12133767	Periplasmic
13378953	Outer Membrane
11445643	Cytoplasmic Membrane
3089804	Cytoplasmic Membrane
107921	Outer Membrane
4203923	Outer Membrane
14427550	Cytoplasmic
5645728	Outer Membrane
7120289	Periplasmic
7513508	Outer Membrane
402876	Outer Membrane
5187006	Cytoplasmic
7513536	Extracellular
2270658	Cytoplasmic
12953027	Outer Membrane
12494277	Outer Membrane
11445707	Outer Membrane
10790348	Cytoplasmic
7939531	Periplasmic
4826576	Cytoplasmic
7644624	Cytoplasmic
12920274	Cytoplasmic
2205139	Cytoplasmic Membrane
108001	Outer Membrane
4793830	Cytoplasmic
1025514	Cytoplasmic Membrane
10954224	Outer Membrane
8594936	Cytoplasmic
2860538	Cytoplasmic
3188224	Cytoplasmic Membrane
14427668	Periplasmic
10069527	Cytoplasmic
1615384	Periplasmic
5252635	Cytoplasmic Membrane
8922662	Periplasmic
4826676	Outer Membrane
9217593	Cytoplasmic
10692156	Cytoplasmic Membrane
10790463	Cytoplasmic
13117002	Extracellular
5416533	Outer Membrane
6170201	Cytoplasmic
2532955	Periplasmic
14886496	Cytoplasmic
5580387	Cytoplasmic
6170215	Cytoplasmic Membrane
10266220	Cytoplasmic
14886511	Outer Membrane
3942001	Cytoplasmic
14755442	Outer Membrane
2336370	Cytoplasmic Membrane
13477492	Extracellular
501361	Cytoplasmic
13444726	Cytoplasmic
10593912	Cytoplasmic
16098939	Periplasmic
10233470	Cytoplasmic
16426624	Outer Membrane
5088901	Cytoplasmic
1582728	Outer Membrane
730767	Cytoplasmic
15574681	Periplasmic
4368029	Periplasmic
4236961	Outer Membrane
7284386	Extracellular
3876521	Outer Membrane
6366891	Outer Membrane
14100146	Outer Membrane
5777075	Cytoplasmic
12854965	Outer Membrane
1058485	Cytoplasmic
7087802	Cytoplasmic
4531900	Cytoplasmic
5809852	Cytoplasmic
8169150	Cytoplasmic Membrane
12101311	Cytoplasmic
9643716	Cytoplasmic
6891205	Cytoplasmic
10036937	Cytoplasmic
7415503	Outer Membrane
15902427	Outer Membrane
10233564	Cytoplasmic
16262877	Cytoplasmic
8922847	Outer Membrane
10495731	Outer Membrane
5383932	Outer Membrane
14460673	Cytoplasmic
12232454	Cytoplasmic Membrane
9316123	Cytoplasmic Membrane
3647267	Cytoplasmic
12887845	Cytoplasmic
14198585	Cytoplasmic
4564802	Cytoplasmic
10200903	Outer Membrane
2598729	Cytoplasmic
11446089	Cytoplasmic
5056335	Cytoplasmic
11052896	Cytoplasmic
4597605	Cytoplasmic
5678950	Cytoplasmic
12724077	Outer Membrane
11052917	Cytoplasmic
12822397	Periplasmic
7415690	Periplasmic
3745675	Outer Membrane
15902605	Cytoplasmic Membrane
8759181	Periplasmic
3647375	Cytoplasmic
3745695	Extracellular
4761514	Periplasmic
3483563	Cytoplasmic
14165936	Periplasmic
1812403	Outer Membrane
1746870	Outer Membrane
403387	Outer Membrane
11610043	Cytoplasmic
9775046	Outer Membrane
10659786	Outer Membrane
2336716	Cytoplasmic
12920788	Outer Membrane
3712981	Cytoplasmic
15673318	Outer Membrane
4237293	Cytoplasmic
534511	Cytoplasmic
8595457	Cytoplasmic
5744659	Outer Membrane
15443995	Cytoplasmic
14559272	Periplasmic
1452089	Outer Membrane
11184192	Periplasmic
11544653	Cytoplasmic
6498386	Extracellular
8595548	Cytoplasmic
14919774	Cytoplasmic
3680351	Cytoplasmic
8038494	Outer Membrane
3680352	Cytoplasmic
10463328	Cytoplasmic
2336872	Outer Membrane
5187691	Outer Membrane
4958321	Cytoplasmic
11610238	Cytoplasmic
501888	Outer Membrane
10823810	Extracellular
14231686	Outer Membrane
11544720	Outer Membrane
9644177	Outer Membrane
6924435	Periplasmic
9775253	Outer Membrane
1583262	Outer Membrane
10889377	Periplasmic
4434081	Periplasmic
5712034	Cytoplasmic
15149227	Outer Membrane
10725556	Periplasmic
13740239	Outer Membrane
4991184	Cytoplasmic Membrane
11512018	Cytoplasmic
11512019	Cytoplasmic
11512020	Cytoplasmic
5646565	Outer Membrane
5679334	Cytoplasmic
9906407	Outer Membrane
12888298	Cytoplasmic
12200175	Outer Membrane
10594555	Cytoplasmic
15706366	Cytoplasmic
12036350	Outer Membrane
1911044	Cytoplasmic Membrane
10037516	Cytoplasmic
15837454	Cytoplasmic
9971982	Cytoplasmic
12822809	Cytoplasmic
11512096	Cytoplasmic
10551	Cytoplasmic
10135865	Cytoplasmic
14625084	Cytoplasmic Membrane
502081	Outer Membrane
10037574	Periplasmic
2664777	Cytoplasmic
15739213	Cytoplasmic
3549530	Outer Membrane
11807069	Outer Membrane
11479393	Outer Membrane
1026412	Cytoplasmic
4893042	Cytoplasmic
9775476	Outer Membrane
1550716	Outer Membrane
16755071	Outer Membrane
1517954	Cytoplasmic Membrane
15018382	Outer Membrane
698768	Cytoplasmic
7285141	Cytoplasmic
6695320	Cytoplasmic
1517983	Outer Membrane
6105508	Cytoplasmic
12986791	Outer Membrane
7580078	Periplasmic
10004913	Outer Membrane
7711154	Cytoplasmic Membrane
3844536	Outer Membrane
10758591	Cytoplasmic Membrane
16591296	Cytoplasmic
9021892	Cytoplasmic
9087429	Extracellular
12822987	Cytoplasmic
8628689	Cytoplasmic
7186900	Extracellular
6007253	Cytoplasmic
10988011	Cytoplasmic
10070513	Periplasmic
6138362	Cytoplasmic
12855802	Cytoplasmic
5188095	Periplasmic
1976846	Cytoplasmic
12233232	Cytoplasmic Membrane
9775633	Cytoplasmic
1092120	Cytoplasmic
1944092	Outer Membrane
5515822	Extracellular
5089841	Cytoplasmic
16394808	Outer Membrane
10234444	Outer Membrane
16263773	Outer Membrane
11348580	Cytoplasmic
14297701	Outer Membrane
9939562	Cytoplasmic Membrane
15346284	Outer Membrane
10037875	Cytoplasmic Membrane
1682036	Outer Membrane
8792692	Cytoplasmic
11610741	Periplasmic
8497783	Outer Membrane
2009723	Extracellular
3418748	Periplasmic
12692101	Cytoplasmic
10988167	Outer Membrane
6400653	Cytoplasmic
2828967	Cytoplasmic
9153197	Cytoplasmic Membrane
12102321	Cytoplasmic
3812023	Cytoplasmic Membrane
8006328	Outer Membrane
2828996	Cytoplasmic
15575748	Periplasmic
7908038	Cytoplasmic
4467410	Cytoplasmic
5516000	Outer Membrane
6892259	Outer Membrane
2042599	Periplasmic
12298990	Cytoplasmic
5352175	Cytoplasmic
2271983	Cytoplasmic
2403060	Cytoplasmic
10169081	Cytoplasmic
731897	Cytoplasmic
15575805	Cytoplasmic Membrane
15444733	Periplasmic
9022207	Cytoplasmic
11676430	Cytoplasmic Membrane
1583892	Cytoplasmic
8891159	Outer Membrane
3582746	Cytoplasmic
1125146	Outer Membrane
15346462	Cytoplasmic Membrane
11709232	Cytoplasmic
1813308	Outer Membrane
11905858	Outer Membrane
4467527	Periplasmic
10660680	Cytoplasmic Membrane
1583947	Periplasmic
11774797	Outer Membrane
12430162	Cytoplasmic
2632535	Periplasmic
4238169	Cytoplasmic
5024606	Extracellular
8825698	Cytoplasmic
10890098	Periplasmic
2501497	Cytoplasmic
338810	Cytoplasmic
1223547	Cytoplasmic
9874305	Cytoplasmic Membrane
1878919	Outer Membrane
9841543	Outer Membrane
9087879	Cytoplasmic Membrane
3877779	Periplasmic
16526231	Outer Membrane
2173862	Outer Membrane
12397487	Outer Membrane
6302651	Outer Membrane
11774908	Outer Membrane
9022398	Outer Membrane
9153474	Outer Membrane
5123014	Cytoplasmic Membrane
8596431	Cytoplasmic
4205520	Cytoplasmic
12594140	Cytoplasmic
11217890	Periplasmic
14822371	Cytoplasmic
16526338	Cytoplasmic
16100356	Periplasmic
5549064	Outer Membrane
12397576	Extracellular
2468874	Cytoplasmic
2108431	Cytoplasmic
3255316	Cytoplasmic
10234906	Outer Membrane
9481247	Cytoplasmic
15739937	Cytoplasmic
11298	Periplasmic
13151267	Cytoplasmic
6433840	Outer Membrane
14167090	Outer Membrane
7253048	Outer Membrane
15739964	Cytoplasmic Membrane
15739965	Cytoplasmic Membrane
14920768	Outer Membrane
6892619	Extracellular
13741137	Cytoplasmic
4828255	Periplasmic
2075747	Cytoplasmic
11611243	Cytoplasmic Membrane
10988652	Outer Membrane
7253105	Outer Membrane
6958200	Cytoplasmic
13216891	Outer Membrane
14593149	Cytoplasmic
1748097	Cytoplasmic Membrane
7253122	Extracellular
7056523	Periplasmic
3615884	Outer Membrane
7744655	Cytoplasmic
11938960	Periplasmic
11938962	Outer Membrane
5811349	Cytoplasmic
14068886	Outer Membrane
15510679	Cytoplasmic
5352600	Outer Membrane
11381913	Cytoplasmic Membrane
15772825	Outer Membrane
12987555	Cytoplasmic
8989864	Cytoplasmic
8694955	Cytoplasmic
9907373	Outer Membrane
4795568	Periplasmic
3321012	Outer Membrane
12528827	Cytoplasmic Membrane
1354940	Cytoplasmic
9678018	Cytoplasmic
11381973	Cytoplasmic
9055454	Outer Membrane
11939038	Cytoplasmic Membrane
13217000	Outer Membrane
8203498	Outer Membrane
44273	Outer Membrane
13380855	Cytoplasmic Membrane
2501891	Outer Membrane
8203527	Cytoplasmic Membrane
15936779	Outer Membrane
16002328	Cytoplasmic Membrane
14462233	Outer Membrane
8858904	Periplasmic
7449883	Cytoplasmic
7154974	Outer Membrane
7449887	Outer Membrane
5319970	Cytoplasmic
3058979	Periplasmic
8826151	Outer Membrane
5745960	Cytoplasmic
15445287	Cytoplasmic Membrane
4697386	Outer Membrane
16493872	Outer Membrane
9579826	Outer Membrane
7056696	Outer Membrane
14953785	Cytoplasmic
10366265	Outer Membrane
16002366	Cytoplasmic Membrane
5025086	Outer Membrane
6958399	Cytoplasmic
14953791	Cytoplasmic Membrane
6892866	Cytoplasmic
14953790	Cytoplasmic
2075971	Outer Membrane
8334661	Cytoplasmic Membrane
5844293	Outer Membrane
5975369	Cytoplasmic
9841997	Periplasmic
12725583	Cytoplasmic
1224017	Outer Membrane
13675859	Cytoplasmic Membrane
2862421	Cytoplasmic
470358	Cytoplasmic Membrane
14593371	Outer Membrane
14593372	Outer Membrane
12561772	Extracellular
9710964	Cytoplasmic
12332405	Cytoplasmic
10268024	Outer Membrane
1060229	Cytoplasmic
13184397	Periplasmic
1551761	Cytoplasmic
1486228	Extracellular
1682845	Outer Membrane
12004768	Cytoplasmic
10595744	Outer Membrane
3550630	Outer Membrane
4402608	Outer Membrane
15150512	Cytoplasmic Membrane
8531398	Cytoplasmic
15281620	Outer Membrane
7417303	Outer Membrane
12692957	Outer Membrane
3550687	Outer Membrane
13807072	Cytoplasmic Membrane
15543778	Periplasmic
10300906	Outer Membrane
5123562	Cytoplasmic
8662517	Cytoplasmic
10399233	Cytoplasmic
14691844	Outer Membrane
15150596	Outer Membrane
15248907	Cytoplasmic
2240016	Cytoplasmic
5221907	Extracellular
8990229	Outer Membrane
10661402	Periplasmic
10300968	Cytoplasmic Membrane
4894249	Extracellular
11775531	Outer Membrane
14167604	Periplasmic
6368820	Cytoplasmic
12693050	Outer Membrane
5582396	Cytoplasmic
14822974	Periplasmic
13446719	Periplasmic
6172227	Outer Membrane
8990276	Cytoplasmic Membrane
5221962	Cytoplasmic
2109005	Cytoplasmic
4992595	Extracellular
241241	Cytoplasmic
12004956	Periplasmic
7286366	Cytoplasmic
12824162	Periplasmic
5418602	Cytoplasmic
6631020	Periplasmic
15674992	Cytoplasmic Membrane
14823030	Cytoplasmic
2928254	Outer Membrane
13053566	Cytoplasmic Membrane
13053567	Cytoplasmic Membrane
4009601	Extracellular
11185792	Outer Membrane
5746308	Outer Membrane
568976	Outer Membrane
3583643	Outer Membrane
3223199	Outer Membrane
12955299	Outer Membrane
8171183	Cytoplasmic
601783	Cytoplasmic
11873976	Cytoplasmic
241340	Outer Membrane
208582	Cytoplasmic
2076363	Periplasmic
1552075	Outer Membrane
9678550	Cytoplasmic
7286492	Cytoplasmic Membrane
4566761	Cytoplasmic
12136172	Cytoplasmic Membrane
8335088	Cytoplasmic
6532850	Outer Membrane
5156596	Cytoplasmic
3059445	Cytoplasmic
339705	Periplasmic
16101113	Outer Membrane
6401787	Outer Membrane
962300	Cytoplasmic
15478526	Cytoplasmic
11349758	Cytoplasmic
10006279	Periplasmic
14102283	Outer Membrane
15347470	Cytoplasmic Membrane
6139665	Periplasmic
8531745	Outer Membrane
14921505	Cytoplasmic
14364459	Outer Membrane
1453867	Cytoplasmic
13807405	Cytoplasmic
6434606	Outer Membrane
9187124	Cytoplasmic
2830135	Cytoplasmic
7548732	Cytoplasmic
6827842	Outer Membrane
7253834	Outer Membrane
3747659	Outer Membrane
13741904	Cytoplasmic Membrane
11480912	Periplasmic
3125079	Outer Membrane
15347545	Outer Membrane
6696806	Cytoplasmic Membrane
1912685	Cytoplasmic
4534139	Cytoplasmic
10039166	Periplasmic
13381505	Cytoplasmic Membrane
110474	Outer Membrane
6598539	Periplasmic
10727316	Outer Membrane
12005272	Periplasmic
10596258	Cytoplasmic Membrane
12169123	Outer Membrane
14626726	Cytoplasmic
16625578	Outer Membrane
11874220	Outer Membrane
3387313	Outer Membrane
3387314	Outer Membrane
6238135	Cytoplasmic
12988349	Periplasmic
10366913	Cytoplasmic
12431302	Periplasmic
8564692	Outer Membrane
13119449	Cytoplasmic
6467553	Cytoplasmic
10825702	Outer Membrane
7909354	Outer Membrane
2076652	Periplasmic
1716208	Periplasmic
176115	Outer Membrane
10629111	Periplasmic
12988409	Cytoplasmic
3747837	Extracellular
1814526	Outer Membrane
10760203	Cytoplasmic
2011151	Extracellular
1814557	Cytoplasmic Membrane
7942173	Extracellular
10858542	Periplasmic
2437167	Periplasmic
9875503	Extracellular
700465	Cytoplasmic
5845043	Outer Membrane
1749049	Cytoplasmic
7483453	Periplasmic
4829252	Outer Membrane
6107212	Outer Membrane
5910612	Cytoplasmic
5779551	Cytoplasmic
6565988	Cytoplasmic
3518565	Cytoplasmic
9744494	Periplasmic
634997	Periplasmic
143477	Outer Membrane
6107260	Periplasmic
9384066	Outer Membrane
8892550	Outer Membrane
569483	Cytoplasmic
6893716	Cytoplasmic
1323162	Cytoplasmic
307355	Cytoplasmic
16265376	Cytoplasmic
4960419	Cytoplasmic
4173991	Cytoplasmic
6664364	Cytoplasmic Membrane
13611181	Cytoplasmic
45232	Cytoplasmic
6238392	Periplasmic
10236095	Outer Membrane
9777348	Cytoplasmic Membrane
15020230	Outer Membrane
5058758	Outer Membrane
13185233	Periplasmic
14528723	Outer Membrane
6729958	Outer Membrane
13742311	Outer Membrane
3322087	Cytoplasmic
15610089	Cytoplasmic
1487083	Outer Membrane
7057646	Periplasmic
7155952	Cytoplasmic
10039537	Cytoplasmic Membrane
4894963	Cytoplasmic
4403445	Cytoplasmic
13218038	Periplasmic
7057658	Cytoplasmic Membrane
1650944	Cytoplasmic
1650945	Cytoplasmic
14168324	Cytoplasmic
10301705	Cytoplasmic
12235018	Cytoplasmic
635151	Extracellular
8368409	Periplasmic
12300570	Outer Membrane
7221531	Outer Membrane
6172959	Periplasmic
13906208	Cytoplasmic
6730017	Cytoplasmic
10498338	Cytoplasmic
13742374	Outer Membrane
1716522	Cytoplasmic
5681451	Cytoplasmic Membrane
10236209	Cytoplasmic Membrane
471352	Periplasmic
14725433	Outer Membrane
2863418	Cytoplasmic
3322181	Cytoplasmic
10924358	Outer Membrane
10465614	Cytoplasmic Membrane
9482575	Outer Membrane
8728910	Cytoplasmic
1618259	Outer Membrane
14725460	Cytoplasmic
16101718	Cytoplasmic
1323365	Periplasmic
15577447	Periplasmic
6500721	Cytoplasmic
1618299	Extracellular
3027330	Cytoplasmic
6041986	Outer Membrane
3453315	Periplasmic
4665735	Cytoplasmic
15708555	Cytoplasmic
5812626	Outer Membrane
4370834	Outer Membrane
10498465	Outer Membrane
14266787	Cytoplasmic
8958373	Periplasmic
3584429	Cytoplasmic
242102	Cytoplasmic
9908664	Periplasmic
2404803	Cytoplasmic
12988867	Cytoplasmic
10236359	Outer Membrane
14496206	Extracellular
12890590	Outer Membrane
8237547	Cell wall & surface
6369773	Cytoplasmic
14266862	Cytoplasmic
12136943	Cytoplasmic
2961909	Outer Membrane
1847797	Outer Membrane
4108799	Outer Membrane
14463501	Cytoplasmic
9253398	Outer Membrane
7221782	Periplasmic
4534815	Cytoplasmic
5222944	Periplasmic
4239921	Cytoplasmic
4010552	Outer Membrane
4993593	Cytoplasmic Membrane
2273848	Outer Membrane
12300859	Periplasmic
12595774	Cytoplasmic
13054535	Periplasmic
14856788	Cytoplasmic
6271577	Cytoplasmic
13087324	Periplasmic
8761961	Cytoplasmic Membrane
11055731	Periplasmic
6795903	Outer Membrane
8598144	Outer Membrane
14791298	Outer Membrane
8630915	Outer Membrane
3388038	Outer Membrane
5255815	Outer Membrane
11350663	Cytoplasmic
5747337	Outer Membrane
4567692	Cytoplasmic
4731536	Periplasmic
3125909	Outer Membrane
10957469	Cytoplasmic
15905441	Cytoplasmic
7189159	Cytoplasmic Membrane
4960935	Cytoplasmic Membrane
2896555	Cytoplasmic
1782444	Extracellular
11317944	Outer Membrane
3977913	Outer Membrane
11088583	Cytoplasmic
13218505	Periplasmic
14234313	Cytoplasmic
10728145	Cytoplasmic Membrane
111313	Periplasmic
9253590	Periplasmic
1487582	Extracellular
11612897	Periplasmic
15610606	Periplasmic
1848054	Outer Membrane
10334967	Outer Membrane
1848056	Outer Membrane
3257081	Cytoplasmic Membrane
10105596	Cytoplasmic
2142973	Cytoplasmic Membrane
1553152	Periplasmic
10302221	Outer Membrane
16167693	Cytoplasmic
7320336	Cytoplasmic Membrane
6337297	Outer Membrane
15610644	Cytoplasmic
12170004	Cytoplasmic Membrane
7811860	Outer Membrane
13677332	Extracellular
6927146	Outer Membrane
4764458	Extracellular
8532786	Cytoplasmic
4404031	Cytoplasmic
7156544	Outer Membrane
4338513	Outer Membrane
12956515	Outer Membrane
14627687	Cytoplasmic
7222126	Outer Membrane
15020916	Outer Membrane
865152	Cytoplasmic Membrane
7353218	Cytoplasmic
14267267	Periplasmic
10105748	Periplasmic
1913750	Cytoplasmic
6992792	Outer Membrane
12956577	Outer Membrane
14070698	Extracellular
1913772	Cytoplasmic
15446959	Cytoplasmic
7058354	Cytoplasmic
4174771	Outer Membrane
9417662	Outer Membrane
1094592	Extracellular
10990535	Periplasmic
14267336	Cytoplasmic Membrane
144330	Outer Membrane
11842515	Cytoplasmic
3748820	Cytoplasmic
13087700	Extracellular
10367965	Extracellular
9221093	Cytoplasmic Membrane
5288933	Cytoplasmic
8696813	Cytoplasmic
8598513	Cytoplasmic
6796274	Periplasmic
10859512	Periplasmic
14234630	Cytoplasmic
13612039	Cytoplasmic
14562312	Periplasmic
10630153	Cytoplasmic
