gene_callers_id	NCBI_taxID	taxa
8655947	2635139	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Tenacibaculum; NA; 
8721488	0	
15963217	0	
1643603	2518989	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Aequoribacter; Aequoribacter fuscus; 
1643604	2518989	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Aequoribacter; Aequoribacter fuscus; 
3478618	0	
7345245	1050646	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. A15-44; 
1938530	1715285	Bacteria; Pseudomonadota; Enterobacterales; Gammaproteobacteria; Morganellaceae; Providencia; Candidatus Providencia siddallii; 
10622051	267128	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Sphingomonadaceae; Sphingopyxis; Sphingopyxis granuli; 
4559970	0	
9901154	1715691	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Cognatishimia; Cognatishimia activa; 
9213043	228405	Bacteria; Pseudomonadota; Hyphomonadales; Alphaproteobacteria; Hyphomonadaceae; Hyphomonas; Hyphomonas neptunium; 
1053812	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11768948	53246	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Pseudoalteromonadaceae; Pseudoalteromonas; NA; 
13702264	166309	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9220; 
12653696	2587847	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseovarius; Roseovarius sp. THAF9; 
15012994	0	
3085444	0	
16422025	648757	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Hyphomicrobiaceae; Rhodomicrobium; Rhodomicrobium vannielii; 
10753164	2599305	Bacteria; Pseudomonadota; Sneathiellales; Alphaproteobacteria; Sneathiellaceae; Sneathiella; Sneathiella aquimaris; 
627854	0	
7967889	0	
6722706	3038773	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Jannaschia; Jannaschia sp. GRR-S6-38; 
16422035	93060	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
9770132	1925548	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; NA; Candidatus Fonsibacter; Candidatus Fonsibacter ubiquis; 
791703	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
4166808	1110502	Bacteria; Pseudomonadota; Geminicoccales; Alphaproteobacteria; Geminicoccaceae; Tistrella; Tistrella mobilis; 
791704	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11277465	1706372	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; NA; NA; 
15013020	2893202	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Aegicerativicinus; Aegicerativicinus sediminis; 
8787101	204455	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; NA; 
16127134	2016196	Bacteria; Pseudomonadota; Hyphomonadales; Alphaproteobacteria; Hyphomonadaceae; Hyphomonas; Hyphomonas sp. KY3; 
1053855	1790137	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Wenyingzhuangia; Wenyingzhuangia fucanilytica; 
4101282	0	
11113637	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
3904686	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
2692272	111781	Bacteria; Cyanobacteriota; Chroococcales; Cyanophyceae; Geminocystaceae; Picosynechococcus; [Leptolyngbya] sp. PCC 7376; 
16618682	1501268	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0604; 
13341883	0	
7378110	3018315	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Tenacibaculum; Tenacibaculum retecalamus; 
9934018	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
14554314	2820661	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Candidatus Arcticimaribacter; Candidatus Arcticimaribacter forsetii; 
11080907	1537242	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseobacter; Roseobacter fucihabitans; 
4691148	227290	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Rhizobiaceae; NA; NA; 
11932878	41297	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Sphingomonadaceae; NA; NA; 
2495697	0	
14521556	1249553	Bacteria; Pseudomonadota; Oceanospirillales; Gammaproteobacteria; Oceanospirillaceae; Bacterioplanes; Bacterioplanes sanyensis; 
3773659	2563896	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter giovannonii; 
2135266	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
6231271	162156	Bacteria; Bacteroidota; Bacteroidales; Bacteroidia; Bacteroidaceae; Bacteroides; uncultured Bacteroides sp.; 
3675368	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
15045863	0	
7640297	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
13341931	0	
11474156	616991	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Arenibacter; Arenibacter algicola; 
13800685	111831	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Defluviicoccus; Defluviicoccus vanus; 
7345394	2829501	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Sulfitobacter; Sulfitobacter albidus; 
3380470	2016064	Bacteria; Cyanobacteriota; Leptolyngbyales; Cyanophyceae; Trichocoleusaceae; Trichothermofontia; Trichothermofontia sichuanensis; 
12817655	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
11015417	488538	Bacteria; Pseudomonadota; Candidatus Puniceispirillales; Alphaproteobacteria; Candidatus Puniceispirillaceae; Candidatus Puniceispirillum; Candidatus Puniceispirillum marinum; 
7279866	1501268	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0604; 
9377021	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
8951052	716816	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Oceanicoccus; Oceanicoccus sagamiensis; 
14652689	0	
14423315	2705399	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Dongiaceae; Hypericibacter; NA; 
11867414	110662	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. CC9605; 
3544352	1790137	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Wenyingzhuangia; Wenyingzhuangia fucanilytica; 
1643812	0	
4461861	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
7017764	2518989	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Aequoribacter; Aequoribacter fuscus; 
11736359	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
10196263	2900738	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Sinomicrobium; Sinomicrobium kalidii; 
11769135	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
2954544	166314	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. WH 8109; 
4822321	0	
16880949	2745947	Bacteria; Bacteroidota; Cytophagales; Cytophagia; Cytophagaceae; Spirosoma; Spirosoma sp. KUDC1026; 
15144250	2905121	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Flagellimonas; Flagellimonas sp. HMM57; 
11965755	0	
14521660	3077735	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp. HL-MS24; 
824638	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
1971524	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
38212	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
2397516	445686	Viruses; Uroviricota; NA; Caudoviricetes; Kyanoviridae; Lipsvirus; Lipsvirus ssm7; 
9311564	0	
10425680	1922222	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Sphingomonadaceae; Sphingorhabdus; Sphingorhabdus sp. Alg231-15; 
7705940	0	
14587222	3034506	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Cellvibrionaceae; Teredinibacter; Teredinibacter sp. KSP-S5-2; 
13899098	0	
3020126	2563896	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter giovannonii; 
3708259	2975055	Bacteria; Pseudomonadota; Thiotrichales; Gammaproteobacteria; Fastidiosibacteraceae; Cysteiniphilum; Cysteiniphilum sp. QT6929; 
7771494	0	
10556788	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
11048310	0	
8623478	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
13440382	135577	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Idiomarinaceae; Idiomarina; Idiomarina loihiensis; 
10622338	1219	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
10720642	0	
6002050	335992	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
5739912	74546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
10556808	2601894	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Halioglobus; Halioglobus maricola; 
13079946	0	
10556811	666509	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktomarina; Planktomarina temperata; 
5477773	0	
16553357	2708301	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Kineobactrum; Kineobactrum salinum; 
7017873	2494550	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseovarius; Roseovarius faecimaris; 
3446162	0	
15603092	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
11572629	3018276	Bacteria; Pseudomonadota; Oceanospirillales; Gammaproteobacteria; Oceanospirillaceae; Aliamphritea; NA; 
10294677	2857064	Bacteria; Pseudomonadota; Emcibacterales; Alphaproteobacteria; Emcibacteraceae; Pseudemcibacter; Pseudemcibacter aquimaris; 
11146648	0	
1676698	0	
11212195	469	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; NA; 
10622372	0	
12260771	1050638	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. A15-28; 
10851749	0	
5182890	2708301	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Kineobactrum; Kineobactrum salinum; 
8623534	3039851	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Amylibacter; Amylibacter sp. IMCC11727; 
13473200	0	
4560307	0	
11310515	0	
2823604	1168034	Bacteria; Bacteroidota; Marinilabiliales; Bacteroidia; Prolixibacteraceae; Draconibacterium; Draconibacterium orientale; 
10687923	1236	Bacteria; Pseudomonadota; NA; Gammaproteobacteria; NA; NA; NA; 
7673271	3100173	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Thalassobaculaceae; Thalassobaculum; Thalassobaculum sp. OXR-137; 
13079991	0	
13374899	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
1512887	204455	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; NA; 
6067645	0	
7378366	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
6755774	0	
4462016	1160	Bacteria; Cyanobacteriota; Oscillatoriales; Cyanophyceae; Microcoleaceae; Planktothrix; Planktothrix agardhii; 
8623551	1246301	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; Comamonadaceae; Variovorax; Variovorax paradoxus; 
11376066	2584122	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Aureibaculum; Aureibaculum algae; 
10196422	488538	Bacteria; Pseudomonadota; Candidatus Puniceispirillales; Alphaproteobacteria; Candidatus Puniceispirillaceae; Candidatus Puniceispirillum; Candidatus Puniceispirillum marinum; 
13014473	3039851	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Amylibacter; Amylibacter sp. IMCC11727; 
6002128	1738647	Bacteria; Bacillota; Eubacteriales; Clostridia; Acutalibacteraceae; Caproiciproducens; uncultured Caproiciproducens sp.; 
7247313	2818493	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter cellanae; 
4462039	3040204	Bacteria; Cyanobacteriota; Pleurocapsales; Cyanophyceae; Hyellaceae; Pleurocapsa; Pleurocapsa sp. FMAR1; 
9901528	2654676	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Flagellimonas; Flagellimonas sp. CMM7; 
10524121	2058175	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Antarcticibacterium; Antarcticibacterium flavum; 
5314010	0	
14816733	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
2889184	490095	Bacteria; Verrucomicrobiota; Verrucomicrobiales; Verrucomicrobiia; Verrucomicrobiaceae; Haloferula; Haloferula helveola; 
4462056	35798	Bacteria; Pseudomonadota; Nitrosomonadales; Betaproteobacteria; Nitrosomonadaceae; Nitrosospira; NA; 
2987502	93060	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
14357999	0	
7607793	574710	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter gangjinensis; 
5936626	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
6362620	197222	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Alteromonadaceae; Paraglaciecola; Paraglaciecola mesophila; 
464381	3080827	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Roseovarius; Roseovarius sp. W115; 
10065411	1817	Bacteria; Actinomycetota; Mycobacteriales; Actinomycetes; Nocardiaceae; Nocardia; NA; 
7509509	0	
6985225	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
9442835	414684	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Rhodospirillum; Rhodospirillum centenum; 
13571604	2005884	Bacteria; Pseudomonadota; Rhodocyclales; Betaproteobacteria; Zoogloeaceae; Thauera; Thauera sp. K11; 
3184149	43989	Bacteria; Cyanobacteriota; Chroococcales; Cyanophyceae; Aphanothecaceae; Crocosphaera; Crocosphaera subtropica; 
726550	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
5150236	2843330	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Elioraeaceae; Elioraea; Elioraea tepida; 
10294816	673	Bacteria; Pseudomonadota; Vibrionales; Gammaproteobacteria; Vibrionaceae; Grimontia; Grimontia hollisae; 
12097071	0	
464431	0	
16356922	2625375	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Ruegeria; NA; 
10786365	488538	Bacteria; Pseudomonadota; Candidatus Puniceispirillales; Alphaproteobacteria; Candidatus Puniceispirillaceae; Candidatus Puniceispirillum; Candidatus Puniceispirillum marinum; 
7607871	0	
6526528	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
9344579	2483033	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Parasedimentitalea; Parasedimentitalea marina; 
7509572	0	
13178439	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
10196554	0	
5117519	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
13964880	2883100	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Pseudosulfitobacter; Pseudosulfitobacter sp. DSM 107133; 
10327633	1545044	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Paracoccus; Paracoccus sanguinis; 
10819153	666509	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktomarina; Planktomarina temperata; 
2135633	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
10917464	0	
10557017	716816	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Oceanicoccus; Oceanicoccus sagamiensis; 
12686946	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
1480293	0	
16094824	2772254	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Psychrobacter; Psychrobacter sp. 28M-43; 
1906284	53945	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Octadecabacter; NA; 
1578608	0	
7116407	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
14489208	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
11540092	1336795	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel3_A1_48; 
12981885	0	
12097149	983917	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; Sphaerotilaceae; Rubrivivax; Rubrivivax gelatinosus; 
10131071	2627481	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
8525440	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
15701632	167542	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
14784127	0	
10720894	930805	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Halioglobus; Halioglobus japonicus; 
8951436	166309	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9220; 
15570577	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
661138	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
13047441	0	
16586389	2821832	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Stappiaceae; NA; NA; 
16455318	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
15537821	0	
9279140	2731619	Viruses; Uroviricota; NA; Caudoviricetes; NA; NA; NA; 
15603365	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
11474605	2169400	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Gemmobacter; Gemmobacter aquarius; 
3315374	0	
11966133	0	
5772983	3232307	Bacteria; Pseudomonadota; Vibrionales; Gammaproteobacteria; Vibrionaceae; Vibrio; Vibrio sp. HB236076; 
11835069	3077735	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp. HL-MS24; 
12818110	1612173	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Azospirillaceae; Niveispirillum; Niveispirillum cyanobacteriorum; 
497341	1400865	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. BIOS-U3-1; 
6395583	335992	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
7870146	0	
10426052	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
13178565	0	
10426053	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
11376324	0	
6952648	2627481	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
1414858	1922226	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Parvibaculaceae; Anderseniella; Anderseniella sp. Alg231-50; 
5740234	522	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Acetobacteraceae; Acidiphilium; NA; 
7116491	204447	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Azospirillaceae; Skermanella; NA; 
12097237	1806885	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Sphingomonadaceae; Sphingorhabdus; Sphingorhabdus sp. M41; 
13080278	0	
10688213	0	
13407958	716816	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Oceanicoccus; Oceanicoccus sagamiensis; 
12195545	135622	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; NA; NA; NA; 
5969626	0	
15341278	93060	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
7804639	0	
10131168	0	
9082595	1085	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Rhodospirillaceae; Rhodospirillum; Rhodospirillum rubrum; 
1578724	198251	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; NA; 
15603430	0	
5740263	40323	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Lysobacteraceae; Stenotrophomonas; NA; 
1939187	0	
9180927	2618799	Bacteria; Pseudomonadota; Minwuiales; Alphaproteobacteria; Minwuiaceae; Minwuia; NA; 
4593409	666509	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Planktomarina; Planktomarina temperata; 
13571847	75682	Bacteria; Pseudomonadota; Burkholderiales; Betaproteobacteria; Oxalobacteraceae; NA; NA; 
10065674	564137	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Roseicitreum; Roseicitreum antarcticum; 
15243019	2794344	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Spongiibacter; Spongiibacter nanhainus; 
14817037	1862145	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Thalassobaculaceae; Nisaea; Nisaea acidiphila; 
10229518	3029061	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Microbulbiferaceae; Microbulbifer; Microbulbifer bruguierae; 
14456597	288004	Bacteria; Pseudomonadota; Thiotrichales; Gammaproteobacteria; Thiotrichaceae; Beggiatoa; Beggiatoa leptomitoformis; 
10196769	1501268	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0604; 
13211430	104267	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Tenacibaculum; NA; 
2856743	0	
8263467	1390185	Bacteria; Pseudomonadota; Alteromonadales; Gammaproteobacteria; Pseudoalteromonadaceae; Pseudoalteromonas; Pseudoalteromonas sp. DL-6; 
10917676	0	
15013677	716816	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Oceanicoccus; Oceanicoccus sagamiensis; 
4495151	0	
10917679	167542	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
